serialNo,productId,description,startDate,endDate,term,termType,productType,productCategory,isPromotionalPriced,isPreferentiallyPriced,isElectronicallyCollected,isInsuranceProduct,firstPaymentDue,annualInterestRate,standardAnnualInterestRate,discountAnnualInterestRate,isBallonProduct,isCancellationProduct,isStaffAgentRestrictedProduct,isMySalesExclusion,isConsumerProduct,repaymentFrequency,productLayoutId
111,3000003061,Mies Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,HC,TRUE,FALSE,FALSE,TRUE,27,703.00,652.00,5.00,TRUE,FALSE,TRUE,FALSE,TRUE,WK,5
112,3000003062,Mies Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,FALSE,TRUE,FALSE,FALSE,18,648.00,842.00,7.00,FALSE,FALSE,FALSE,FALSE,TRUE,WK,2
113,3000003063,Mies Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,TRUE,FALSE,FALSE,TRUE,12,612.00,369.00,8.00,TRUE,TRUE,TRUE,FALSE,FALSE,WK,1
114,3000003064,Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,BL,HS,TRUE,TRUE,FALSE,FALSE,23,155.00,627.00,2.00,TRUE,FALSE,TRUE,FALSE,TRUE,WK,2
115,3000003065,Mies Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,FALSE,FALSE,FALSE,19,344.00,238.00,7.00,FALSE,FALSE,TRUE,FALSE,TRUE,WK,4
116,3000003066,Mies Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,TRUE,FALSE,FALSE,FALSE,4,960.00,411.00,10.00,FALSE,TRUE,TRUE,FALSE,FALSE,WK,2
117,3000003067,Mies Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,TRUE,FALSE,TRUE,FALSE,15,705.00,562.00,2.00,TRUE,TRUE,TRUE,FALSE,FALSE,WK,3
118,3000003068,Mies Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,FALSE,FALSE,TRUE,TRUE,19,994.00,416.00,10.00,TRUE,FALSE,FALSE,FALSE,TRUE,WK,6
119,3000003069,Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,HC,FALSE,FALSE,TRUE,FALSE,4,188.00,6.00,8.00,TRUE,FALSE,FALSE,FALSE,FALSE,MO,4
120,3000003070,Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,BL,MT,FALSE,TRUE,FALSE,FALSE,6,766.00,429.00,8.00,TRUE,FALSE,TRUE,FALSE,FALSE,WK,6
121,3000003071,Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,CL,CDE,FALSE,FALSE,FALSE,TRUE,19,894.00,344.00,3.00,TRUE,FALSE,TRUE,FALSE,TRUE,WK,2
122,3000003072,Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,HS,TRUE,TRUE,FALSE,FALSE,28,382.00,992.00,4.00,TRUE,FALSE,FALSE,FALSE,FALSE,MO,5
123,3000003073,Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,HC,FALSE,FALSE,TRUE,TRUE,25,68.00,437.00,2.00,FALSE,TRUE,TRUE,FALSE,TRUE,WK,5
124,3000003074,Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,FALSE,TRUE,TRUE,TRUE,18,224.00,622.00,3.00,FALSE,TRUE,TRUE,FALSE,TRUE,WK,3
125,3000003075,Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,CDE,TRUE,TRUE,FALSE,TRUE,4,639.00,300.00,9.00,FALSE,TRUE,FALSE,FALSE,FALSE,WK,6
126,3000003076,Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,HS,TRUE,TRUE,TRUE,TRUE,20,395.00,599.00,8.00,FALSE,FALSE,TRUE,FALSE,FALSE,WK,5
127,3000003077,Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,HC,FALSE,TRUE,TRUE,TRUE,19,156.00,851.00,10.00,TRUE,TRUE,FALSE,FALSE,FALSE,WK,5
128,3000003078,Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,FALSE,TRUE,FALSE,FALSE,13,691.00,848.00,7.00,TRUE,FALSE,TRUE,FALSE,TRUE,MO,1
129,3000003079,Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,FALSE,FALSE,TRUE,FALSE,11,380.00,819.00,9.00,FALSE,TRUE,TRUE,FALSE,TRUE,MO,6
130,3000003080,Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,HS,TRUE,FALSE,FALSE,FALSE,23,429.00,273.00,9.00,TRUE,TRUE,TRUE,FALSE,TRUE,WK,1
131,3000003081,Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,FALSE,TRUE,FALSE,9,462.00,615.00,9.00,TRUE,TRUE,TRUE,FALSE,FALSE,WK,1
132,3000003082,Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,FALSE,FALSE,FALSE,FALSE,19,132.00,296.00,5.00,FALSE,FALSE,FALSE,FALSE,TRUE,WK,3
133,3000003083,Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,FALSE,TRUE,TRUE,FALSE,12,606.00,511.00,2.00,FALSE,TRUE,FALSE,FALSE,TRUE,MO,5
134,3000003084,Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,FALSE,TRUE,FALSE,FALSE,11,891.00,401.00,9.00,FALSE,FALSE,TRUE,FALSE,TRUE,WK,5
135,3000003085,Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,CL,HC,TRUE,FALSE,FALSE,TRUE,22,580.00,187.00,6.00,TRUE,FALSE,TRUE,FALSE,TRUE,MO,4
136,3000003086,Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,BL,MT,FALSE,TRUE,FALSE,FALSE,7,104.00,512.00,9.00,TRUE,FALSE,FALSE,FALSE,TRUE,MO,5
137,3000003087,Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,CL,CDE,FALSE,FALSE,FALSE,TRUE,24,253.00,832.00,6.00,TRUE,TRUE,FALSE,FALSE,FALSE,WK,4
138,3000003088,Doradca Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,HS,FALSE,TRUE,TRUE,FALSE,24,459.00,667.00,9.00,FALSE,TRUE,TRUE,FALSE,TRUE,MO,4
139,3000003089,Doradca Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,HC,FALSE,TRUE,FALSE,TRUE,16,813.00,100.00,3.00,FALSE,FALSE,TRUE,FALSE,TRUE,WK,1
140,3000003090,Doradca Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,TRUE,TRUE,TRUE,TRUE,11,82.00,479.00,4.00,TRUE,TRUE,TRUE,FALSE,FALSE,WK,4
141,3000003091,Doradca Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,CDE,FALSE,FALSE,TRUE,TRUE,27,175.00,425.00,9.00,FALSE,FALSE,FALSE,FALSE,TRUE,WK,3
142,3000003092,Doradca Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,FALSE,FALSE,TRUE,FALSE,29,897.00,358.00,9.00,TRUE,TRUE,TRUE,FALSE,TRUE,WK,4
143,3000003093,Doradca Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,HC,TRUE,FALSE,FALSE,TRUE,10,903.00,372.00,8.00,TRUE,TRUE,FALSE,FALSE,TRUE,WK,5
144,3000003094,Mies Przelew PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,FALSE,FALSE,FALSE,TRUE,22,494.00,637.00,5.00,TRUE,FALSE,TRUE,FALSE,FALSE,WK,3
145,3000003095,Mies Przelew PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,CDE,FALSE,FALSE,FALSE,TRUE,7,529.00,922.00,5.00,FALSE,FALSE,FALSE,FALSE,TRUE,MO,1
146,3000003096,Mies Przelew PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,HS,TRUE,TRUE,TRUE,TRUE,12,416.00,130.00,8.00,TRUE,TRUE,TRUE,FALSE,FALSE,MO,6
147,3000003097,Mies Przelew PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,HC,TRUE,FALSE,TRUE,TRUE,28,224.00,933.00,8.00,FALSE,TRUE,FALSE,FALSE,FALSE,WK,3
148,3000003098,Mies Przelew PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,TRUE,TRUE,FALSE,TRUE,2,353.00,877.00,2.00,FALSE,TRUE,TRUE,FALSE,FALSE,MO,6
149,3000003099,Mies Przelew PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,FALSE,TRUE,TRUE,FALSE,24,677.00,139.00,7.00,FALSE,TRUE,TRUE,FALSE,FALSE,MO,6
150,3000003100,Mies Przelew PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,HS,TRUE,FALSE,TRUE,FALSE,5,936.00,948.00,1.00,FALSE,TRUE,FALSE,FALSE,FALSE,MO,4
151,3000003101,Mies Przelew PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,FALSE,TRUE,FALSE,19,80.00,838.00,6.00,TRUE,TRUE,TRUE,FALSE,TRUE,WK,5
152,3000003102,Mies Przelew PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,MT,TRUE,FALSE,FALSE,TRUE,10,240.00,512.00,6.00,TRUE,TRUE,TRUE,FALSE,FALSE,MO,5
153,3000003103,Mies Przelew PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,TRUE,FALSE,TRUE,FALSE,23,729.00,316.00,4.00,FALSE,TRUE,TRUE,FALSE,FALSE,WK,5
154,3000003104,Mies Przelew PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,HS,TRUE,TRUE,TRUE,FALSE,12,907.00,283.00,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,MO,2
155,3000003105,Mies Przelew PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,HC,TRUE,TRUE,TRUE,TRUE,5,666.00,783.00,6.00,TRUE,TRUE,FALSE,FALSE,FALSE,WK,6
156,3000003106,Mies Przelew PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,MT,FALSE,FALSE,TRUE,FALSE,10,219.00,613.00,2.00,FALSE,TRUE,TRUE,FALSE,FALSE,MO,6
157,3000003107,Mies Przelew PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,CDE,FALSE,TRUE,TRUE,FALSE,26,828.00,891.00,7.00,FALSE,TRUE,TRUE,FALSE,FALSE,MO,2
158,3000003108,Mies Przelew PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,HS,TRUE,FALSE,TRUE,TRUE,4,690.00,767.00,1.00,FALSE,TRUE,FALSE,FALSE,FALSE,WK,1
159,3000003109,Mies Przelew PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,HC,FALSE,FALSE,FALSE,FALSE,21,882.00,491.00,2.00,FALSE,TRUE,TRUE,FALSE,TRUE,MO,5
160,3000003110,Mies Przelew PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,FALSE,FALSE,FALSE,FALSE,3,678.00,240.00,10.00,FALSE,TRUE,FALSE,FALSE,TRUE,MO,1
161,3000003111,Mies Przelew PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,CDE,FALSE,TRUE,FALSE,TRUE,14,218.00,175.00,2.00,FALSE,TRUE,FALSE,FALSE,TRUE,MO,6
162,3000003112,Mies Przelew PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,TRUE,FALSE,FALSE,TRUE,26,455.00,340.00,4.00,TRUE,FALSE,TRUE,FALSE,TRUE,WK,5
163,3000003113,Mies Przelew PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,HC,TRUE,TRUE,FALSE,FALSE,23,687.00,660.00,4.00,FALSE,TRUE,TRUE,FALSE,FALSE,MO,3
164,3000003114,Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,TRUE,TRUE,FALSE,TRUE,29,345.00,683.00,10.00,FALSE,TRUE,FALSE,FALSE,FALSE,WK,4
165,3000003115,Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,CDE,TRUE,FALSE,TRUE,FALSE,9,503.00,547.00,8.00,TRUE,FALSE,FALSE,FALSE,FALSE,MO,2
166,3000003116,Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,HS,TRUE,FALSE,TRUE,TRUE,6,606.00,233.00,10.00,FALSE,FALSE,FALSE,FALSE,TRUE,WK,5
167,3000003117,Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,HC,FALSE,TRUE,FALSE,TRUE,20,340.00,347.00,10.00,FALSE,TRUE,FALSE,FALSE,TRUE,MO,5
168,3000003118,BL Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,FALSE,FALSE,FALSE,TRUE,14,518.00,217.00,5.00,TRUE,TRUE,FALSE,FALSE,TRUE,WK,5
169,3000003119,Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,FALSE,TRUE,FALSE,TRUE,10,722.00,348.00,4.00,FALSE,TRUE,FALSE,FALSE,FALSE,WK,5
170,3000003120,Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,HS,TRUE,FALSE,FALSE,FALSE,23,967.00,320.00,3.00,TRUE,FALSE,TRUE,FALSE,FALSE,MO,2
171,3000003121,Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,FALSE,FALSE,FALSE,7,273.00,379.00,4.00,TRUE,FALSE,TRUE,FALSE,TRUE,WK,5
172,3000003122,Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,FALSE,TRUE,TRUE,FALSE,14,809.00,292.00,1.00,FALSE,TRUE,FALSE,FALSE,TRUE,MO,2
173,3000003123,Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,TRUE,TRUE,TRUE,TRUE,14,493.00,968.00,4.00,FALSE,FALSE,FALSE,FALSE,TRUE,MO,6
174,3000003124,Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,FALSE,TRUE,TRUE,FALSE,23,656.00,220.00,7.00,FALSE,FALSE,TRUE,FALSE,TRUE,MO,5
175,3000003125,BL Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,HC,TRUE,FALSE,TRUE,TRUE,18,904.00,705.00,4.00,TRUE,FALSE,TRUE,FALSE,FALSE,WK,6
176,3000003126,BL Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,FALSE,TRUE,FALSE,FALSE,26,773.00,178.00,3.00,TRUE,FALSE,FALSE,FALSE,TRUE,WK,5
177,3000003127,BL Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,CDE,TRUE,FALSE,TRUE,TRUE,12,144.00,935.00,8.00,FALSE,TRUE,TRUE,FALSE,TRUE,MO,5
178,3000003128,BL Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,TRUE,FALSE,FALSE,FALSE,28,86.00,165.00,10.00,TRUE,FALSE,FALSE,FALSE,TRUE,MO,5
179,3000003129,BL_Firma Mies Przelew bez U.2016.01,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,FALSE,TRUE,TRUE,FALSE,13,379.00,672.00,7.00,TRUE,TRUE,TRUE,FALSE,TRUE,MO,4
180,3000003130,BL_Firma Mies Przelew bez U.2016.01,2016-03-01T00:00:00 Z,NULL,24,MO,BL,MT,FALSE,TRUE,TRUE,FALSE,7,322.00,173.00,6.00,TRUE,TRUE,FALSE,FALSE,FALSE,WK,2
181,3000003131,E2E Firma Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,FALSE,FALSE,FALSE,FALSE,18,248.00,302.00,5.00,TRUE,TRUE,FALSE,FALSE,FALSE,WK,3
182,3000003134,E2E Firma Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,FALSE,TRUE,TRUE,TRUE,14,167.00,781.00,10.00,TRUE,TRUE,FALSE,FALSE,FALSE,MO,6
183,3000003136,E2E Firma Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,TRUE,FALSE,TRUE,FALSE,28,634.00,394.00,3.00,FALSE,FALSE,TRUE,FALSE,FALSE,MO,5
184,3000003139,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,CL,CDE,TRUE,FALSE,FALSE,FALSE,16,82.00,865.00,2.00,FALSE,TRUE,FALSE,FALSE,FALSE,WK,3
185,3000003141,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,HC,TRUE,TRUE,TRUE,FALSE,11,298.00,237.00,8.00,TRUE,TRUE,TRUE,FALSE,TRUE,MO,4
186,3000003142,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,BL,MT,FALSE,TRUE,FALSE,TRUE,10,960.00,513.00,8.00,FALSE,TRUE,FALSE,FALSE,FALSE,MO,1
187,3000003143,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,CDE,TRUE,FALSE,TRUE,FALSE,12,932.00,697.00,4.00,FALSE,FALSE,FALSE,FALSE,TRUE,WK,3
188,3000003144,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,HS,FALSE,TRUE,TRUE,FALSE,25,617.00,838.00,3.00,TRUE,TRUE,FALSE,FALSE,TRUE,WK,5
189,3000003145,Firma Mies Przelew bez U.2016.01,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,FALSE,FALSE,FALSE,FALSE,11,897.00,872.00,2.00,FALSE,TRUE,TRUE,FALSE,TRUE,WK,3
190,3000003146,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,BL,MT,TRUE,FALSE,TRUE,TRUE,24,530.00,792.00,9.00,FALSE,TRUE,FALSE,FALSE,FALSE,WK,6
191,3000003147,Firma Mies Przelew bez U.2016.01,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,TRUE,TRUE,FALSE,TRUE,15,498.00,277.00,7.00,TRUE,FALSE,TRUE,FALSE,FALSE,WK,5
192,3000003148,Zerowy Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,HS,FALSE,TRUE,TRUE,TRUE,11,545.00,756.00,2.00,FALSE,FALSE,TRUE,FALSE,FALSE,MO,5
193,3000003149,Zerowy Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,HC,FALSE,FALSE,FALSE,TRUE,27,111.00,232.00,3.00,TRUE,TRUE,TRUE,FALSE,FALSE,WK,1
194,3000003150,Zerowy Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,TRUE,FALSE,TRUE,FALSE,22,891.00,925.00,1.00,TRUE,TRUE,TRUE,FALSE,TRUE,WK,2
195,3000003151,Zerowy Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,CDE,FALSE,FALSE,TRUE,FALSE,2,208.00,441.00,9.00,FALSE,TRUE,FALSE,FALSE,TRUE,MO,3
196,3000003152,Zerowy Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,FALSE,FALSE,TRUE,TRUE,18,152.00,492.00,8.00,TRUE,TRUE,TRUE,FALSE,TRUE,WK,5
197,3000003153,Zerowy Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,HC,TRUE,TRUE,TRUE,FALSE,23,654.00,737.00,9.00,TRUE,TRUE,TRUE,FALSE,FALSE,MO,5
198,3000003154,Zerowy Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,MT,TRUE,FALSE,TRUE,TRUE,26,385.00,712.00,1.00,FALSE,TRUE,FALSE,FALSE,TRUE,WK,3
199,3000003155,Zerowy Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,TRUE,TRUE,TRUE,TRUE,4,149.00,936.00,5.00,FALSE,FALSE,FALSE,FALSE,TRUE,MO,6
200,3000003156,Zerowy Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,HS,TRUE,FALSE,FALSE,TRUE,5,104.00,49.00,4.00,FALSE,FALSE,FALSE,FALSE,FALSE,MO,4
201,3000003157,Zerowy Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,HC,TRUE,FALSE,TRUE,TRUE,15,572.00,494.00,7.00,TRUE,TRUE,FALSE,FALSE,TRUE,WK,1
202,3000003158,Zerowy Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,FALSE,FALSE,TRUE,TRUE,24,62.00,868.00,10.00,FALSE,FALSE,FALSE,FALSE,FALSE,WK,2
203,3000003159,Zerowy Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,CDE,FALSE,FALSE,FALSE,FALSE,5,13.00,879.00,8.00,TRUE,FALSE,FALSE,FALSE,FALSE,MO,2
204,3000003160,Zerowy Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,HS,TRUE,TRUE,TRUE,TRUE,22,986.00,25.00,8.00,FALSE,TRUE,FALSE,FALSE,TRUE,WK,3
205,3000003161,Zerowy Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,FALSE,TRUE,FALSE,16,305.00,565.00,4.00,TRUE,TRUE,FALSE,FALSE,TRUE,WK,1
206,3000003162,Zerowy Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,MT,TRUE,TRUE,FALSE,TRUE,17,140.00,202.00,4.00,FALSE,TRUE,TRUE,FALSE,FALSE,WK,3
207,3000003163,Zerowy Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,CDE,TRUE,TRUE,FALSE,FALSE,9,954.00,108.00,3.00,FALSE,FALSE,FALSE,FALSE,FALSE,WK,3
208,3000003164,Zerowy Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,HS,FALSE,FALSE,TRUE,TRUE,15,403.00,392.00,2.00,TRUE,TRUE,FALSE,FALSE,FALSE,MO,2
209,3000003165,Zerowy Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,HC,FALSE,FALSE,FALSE,TRUE,3,765.00,664.00,5.00,TRUE,TRUE,FALSE,FALSE,FALSE,WK,2
210,3000003166,Zerowy Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,FALSE,FALSE,TRUE,FALSE,6,416.00,82.00,9.00,FALSE,FALSE,FALSE,FALSE,TRUE,MO,2
211,3000003167,Zerowy Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,FALSE,TRUE,FALSE,FALSE,8,148.00,953.00,1.00,TRUE,TRUE,FALSE,FALSE,TRUE,WK,3
212,3000003168,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,BL,HS,TRUE,TRUE,TRUE,TRUE,6,815.00,578.00,2.00,FALSE,FALSE,FALSE,FALSE,TRUE,MO,6
213,3000003169,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,HC,FALSE,TRUE,TRUE,TRUE,24,239.00,56.00,1.00,TRUE,TRUE,FALSE,FALSE,TRUE,WK,1
214,3000003170,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,BL,MT,FALSE,TRUE,TRUE,FALSE,21,676.00,192.00,5.00,TRUE,FALSE,TRUE,FALSE,TRUE,WK,1
215,3000003171,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,CDE,TRUE,TRUE,TRUE,TRUE,5,285.00,869.00,3.00,FALSE,TRUE,FALSE,FALSE,TRUE,MO,1
216,3000003172,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,HS,TRUE,FALSE,TRUE,FALSE,27,55.00,95.00,3.00,FALSE,FALSE,FALSE,FALSE,TRUE,WK,6
217,3000003173,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,CL,HC,TRUE,FALSE,FALSE,FALSE,4,110.00,356.00,2.00,TRUE,FALSE,FALSE,FALSE,FALSE,WK,4
218,3000003174,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,BL,MT,TRUE,TRUE,FALSE,TRUE,27,181.00,333.00,8.00,FALSE,TRUE,FALSE,FALSE,TRUE,MO,3
219,3000003175,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,CDE,TRUE,FALSE,TRUE,FALSE,21,479.00,881.00,4.00,FALSE,TRUE,FALSE,FALSE,TRUE,WK,4
220,3000003176,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,BL,HS,FALSE,TRUE,TRUE,FALSE,26,368.00,224.00,7.00,FALSE,TRUE,TRUE,FALSE,FALSE,MO,2
221,3000003177,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,HC,FALSE,FALSE,FALSE,FALSE,15,969.00,788.00,7.00,TRUE,TRUE,FALSE,FALSE,TRUE,MO,6
222,3000003178,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,MT,FALSE,TRUE,FALSE,FALSE,18,529.00,734.00,2.00,TRUE,TRUE,FALSE,FALSE,TRUE,WK,2
223,3000003179,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,CL,CDE,FALSE,FALSE,FALSE,TRUE,16,801.00,194.00,3.00,TRUE,FALSE,TRUE,FALSE,TRUE,MO,4
224,3000003306,BR Mies Gotówka 2016.03 MT,2016-03-01T00:00:00 Z,NULL,3,MO,BL,HS,TRUE,FALSE,FALSE,TRUE,4,943.00,256.00,7.00,TRUE,FALSE,FALSE,FALSE,TRUE,MO,1
