serialNo,productId,description,startDate,endDate,term,termType,productType,productCategory,isPromotionalPriced,isPreferentiallyPriced,isElectronicallyCollected,isInsuranceProduct,firstPaymentDue,annualInterestRate,standardAnnualInterestRate,discountAnnualInterestRate,isBallonProduct,isCancellationProduct,isStaffAgentRestrictedProduct,isMySalesExclusion,isConsumerProduct,repaymentFrequency,productLayoutId
117,3000003067,Mies Gotówka PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,TRUE,FALSE,TRUE,FALSE,15,705,562,2,TRUE,TRUE,TRUE,FALSE,FALSE,WK,3
118,3000003068,Mies Gotówka PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,FALSE,FALSE,TRUE,TRUE,19,994,416,10,TRUE,FALSE,FALSE,FALSE,TRUE,WK,6
119,3000003069,Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,HC,FALSE,FALSE,TRUE,FALSE,4,188,6,8,TRUE,FALSE,FALSE,FALSE,FALSE,MO,4
120,3000003070,Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,BL,MT,FALSE,TRUE,FALSE,FALSE,6,766,429,8,TRUE,FALSE,TRUE,FALSE,FALSE,WK,6
121,3000003071,Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,CL,CDE,FALSE,FALSE,FALSE,TRUE,19,894,344,3,TRUE,FALSE,TRUE,FALSE,TRUE,WK,2
122,3000003072,Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,HS,TRUE,TRUE,FALSE,FALSE,28,382,992,4,TRUE,FALSE,FALSE,FALSE,FALSE,MO,5
123,3000003073,Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,HC,FALSE,FALSE,TRUE,TRUE,25,68,437,2,FALSE,TRUE,TRUE,FALSE,TRUE,WK,5
124,3000003074,Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,FALSE,TRUE,TRUE,TRUE,18,224,622,3,FALSE,TRUE,TRUE,FALSE,TRUE,WK,3
125,3000003075,Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,CDE,TRUE,TRUE,FALSE,TRUE,4,639,300,9,FALSE,TRUE,FALSE,FALSE,FALSE,WK,6
126,3000003076,Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,HS,TRUE,TRUE,TRUE,TRUE,20,395,599,8,FALSE,FALSE,TRUE,FALSE,FALSE,WK,5
127,3000003077,Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,HC,FALSE,TRUE,TRUE,TRUE,19,156,851,10,TRUE,TRUE,FALSE,FALSE,FALSE,WK,5
128,3000003078,Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,FALSE,TRUE,FALSE,FALSE,13,691,848,7,TRUE,FALSE,TRUE,FALSE,TRUE,MO,1
129,3000003079,Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,FALSE,FALSE,TRUE,FALSE,11,380,819,9,FALSE,TRUE,TRUE,FALSE,TRUE,MO,6
130,3000003080,Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,HS,TRUE,FALSE,FALSE,FALSE,23,429,273,9,TRUE,TRUE,TRUE,FALSE,TRUE,WK,1
131,3000003081,Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,FALSE,TRUE,FALSE,9,462,615,9,TRUE,TRUE,TRUE,FALSE,FALSE,WK,1
132,3000003082,Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,FALSE,FALSE,FALSE,FALSE,19,132,296,5,FALSE,FALSE,FALSE,FALSE,TRUE,WK,3
133,3000003083,Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,FALSE,TRUE,TRUE,FALSE,12,606,511,2,FALSE,TRUE,FALSE,FALSE,TRUE,MO,5
134,3000003084,Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,FALSE,TRUE,FALSE,FALSE,11,891,401,9,FALSE,FALSE,TRUE,FALSE,TRUE,WK,5
135,3000003085,Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,CL,HC,TRUE,FALSE,FALSE,TRUE,22,580,187,6,TRUE,FALSE,TRUE,FALSE,TRUE,MO,4
136,3000003086,Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,BL,MT,FALSE,TRUE,FALSE,FALSE,7,104,512,9,TRUE,FALSE,FALSE,FALSE,TRUE,MO,5
137,3000003087,Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,CL,CDE,FALSE,FALSE,FALSE,TRUE,24,253,832,6,TRUE,TRUE,FALSE,FALSE,FALSE,WK,4
138,3000003088,Doradca Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,HS,FALSE,TRUE,TRUE,FALSE,24,459,667,9,FALSE,TRUE,TRUE,FALSE,TRUE,MO,4
139,3000003089,Doradca Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,HC,FALSE,TRUE,FALSE,TRUE,16,813,100,3,FALSE,FALSE,TRUE,FALSE,TRUE,WK,1
140,3000003090,Doradca Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,TRUE,TRUE,TRUE,TRUE,11,82,479,4,TRUE,TRUE,TRUE,FALSE,FALSE,WK,4
141,3000003091,Doradca Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,CDE,FALSE,FALSE,TRUE,TRUE,27,175,425,9,FALSE,FALSE,FALSE,FALSE,TRUE,WK,3
142,3000003092,Doradca Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,FALSE,FALSE,TRUE,FALSE,29,897,358,9,TRUE,TRUE,TRUE,FALSE,TRUE,WK,4
143,3000003093,Doradca Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,HC,TRUE,FALSE,FALSE,TRUE,10,903,372,8,TRUE,TRUE,FALSE,FALSE,TRUE,WK,5
144,3000003094,Mies Przelew PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,FALSE,FALSE,FALSE,TRUE,22,494,637,5,TRUE,FALSE,TRUE,FALSE,FALSE,WK,3
145,3000003095,Mies Przelew PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,CDE,FALSE,FALSE,FALSE,TRUE,7,529,922,5,FALSE,FALSE,FALSE,FALSE,TRUE,MO,1
146,3000003096,Mies Przelew PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,HS,TRUE,TRUE,TRUE,TRUE,12,416,130,8,TRUE,TRUE,TRUE,FALSE,FALSE,MO,6
147,3000003097,Mies Przelew PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,HC,TRUE,FALSE,TRUE,TRUE,28,224,933,8,FALSE,TRUE,FALSE,FALSE,FALSE,WK,3
148,3000003098,Mies Przelew PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,TRUE,TRUE,FALSE,TRUE,2,353,877,2,FALSE,TRUE,TRUE,FALSE,FALSE,MO,6
149,3000003099,Mies Przelew PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,FALSE,TRUE,TRUE,FALSE,24,677,139,7,FALSE,TRUE,TRUE,FALSE,FALSE,MO,6
150,3000003100,Mies Przelew PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,HS,TRUE,FALSE,TRUE,FALSE,5,936,948,1,FALSE,TRUE,FALSE,FALSE,FALSE,MO,4
151,3000003101,Mies Przelew PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,FALSE,TRUE,FALSE,19,80,838,6,TRUE,TRUE,TRUE,FALSE,TRUE,WK,5
152,3000003102,Mies Przelew PP_P2 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,MT,TRUE,FALSE,FALSE,TRUE,10,240,512,6,TRUE,TRUE,TRUE,FALSE,FALSE,MO,5
153,3000003103,Mies Przelew PP_P2 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,TRUE,FALSE,TRUE,FALSE,23,729,316,4,FALSE,TRUE,TRUE,FALSE,FALSE,WK,5
154,3000003104,Mies Przelew PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,HS,TRUE,TRUE,TRUE,FALSE,12,907,283,4,FALSE,FALSE,FALSE,FALSE,FALSE,MO,2
155,3000003105,Mies Przelew PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,HC,TRUE,TRUE,TRUE,TRUE,5,666,783,6,TRUE,TRUE,FALSE,FALSE,FALSE,WK,6
156,3000003106,Mies Przelew PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,MT,FALSE,FALSE,TRUE,FALSE,10,219,613,2,FALSE,TRUE,TRUE,FALSE,FALSE,MO,6
157,3000003107,Mies Przelew PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,CDE,FALSE,TRUE,TRUE,FALSE,26,828,891,7,FALSE,TRUE,TRUE,FALSE,FALSE,MO,2
158,3000003108,Mies Przelew PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,HS,TRUE,FALSE,TRUE,TRUE,4,690,767,1,FALSE,TRUE,FALSE,FALSE,FALSE,WK,1
159,3000003109,Mies Przelew PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,HC,FALSE,FALSE,FALSE,FALSE,21,882,491,2,FALSE,TRUE,TRUE,FALSE,TRUE,MO,5
160,3000003110,Mies Przelew PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,FALSE,FALSE,FALSE,FALSE,3,678,240,10,FALSE,TRUE,FALSE,FALSE,TRUE,MO,1
161,3000003111,Mies Przelew PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,CDE,FALSE,TRUE,FALSE,TRUE,14,218,175,2,FALSE,TRUE,FALSE,FALSE,TRUE,MO,6
162,3000003112,Mies Przelew PP_P3 bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,TRUE,FALSE,FALSE,TRUE,26,455,340,4,TRUE,FALSE,TRUE,FALSE,TRUE,WK,5
163,3000003113,Mies Przelew PP_P3 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,HC,TRUE,TRUE,FALSE,FALSE,23,687,660,4,FALSE,TRUE,TRUE,FALSE,FALSE,MO,3
164,3000003114,Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,TRUE,TRUE,FALSE,TRUE,29,345,683,10,FALSE,TRUE,FALSE,FALSE,FALSE,WK,4
165,3000003115,Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,CDE,TRUE,FALSE,TRUE,FALSE,9,503,547,8,TRUE,FALSE,FALSE,FALSE,FALSE,MO,2
166,3000003116,Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,HS,TRUE,FALSE,TRUE,TRUE,6,606,233,10,FALSE,FALSE,FALSE,FALSE,TRUE,WK,5
167,3000003117,Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,HC,FALSE,TRUE,FALSE,TRUE,20,340,347,10,FALSE,TRUE,FALSE,FALSE,TRUE,MO,5
168,3000003118,BL Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,FALSE,FALSE,FALSE,TRUE,14,518,217,5,TRUE,TRUE,FALSE,FALSE,TRUE,WK,5
169,3000003119,Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,FALSE,TRUE,FALSE,TRUE,10,722,348,4,FALSE,TRUE,FALSE,FALSE,FALSE,WK,5
170,3000003120,Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,HS,TRUE,FALSE,FALSE,FALSE,23,967,320,3,TRUE,FALSE,TRUE,FALSE,FALSE,MO,2
171,3000003121,Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,FALSE,FALSE,FALSE,7,273,379,4,TRUE,FALSE,TRUE,FALSE,TRUE,WK,5
172,3000003122,Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,FALSE,TRUE,TRUE,FALSE,14,809,292,1,FALSE,TRUE,FALSE,FALSE,TRUE,MO,2
173,3000003123,Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,TRUE,TRUE,TRUE,TRUE,14,493,968,4,FALSE,FALSE,FALSE,FALSE,TRUE,MO,6
174,3000003124,Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,FALSE,TRUE,TRUE,FALSE,23,656,220,7,FALSE,FALSE,TRUE,FALSE,TRUE,MO,5
175,3000003125,BL Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,HC,TRUE,FALSE,TRUE,TRUE,18,904,705,4,TRUE,FALSE,TRUE,FALSE,FALSE,WK,6
176,3000003126,BL Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,FALSE,TRUE,FALSE,FALSE,26,773,178,3,TRUE,FALSE,FALSE,FALSE,TRUE,WK,5
177,3000003127,BL Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,CDE,TRUE,FALSE,TRUE,TRUE,12,144,935,8,FALSE,TRUE,TRUE,FALSE,TRUE,MO,5
178,3000003128,BL Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,TRUE,FALSE,FALSE,FALSE,28,86,165,10,TRUE,FALSE,FALSE,FALSE,TRUE,MO,5
179,3000003129,BL_Firma Mies Przelew bez U.2016.01,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,FALSE,TRUE,TRUE,FALSE,13,379,672,7,TRUE,TRUE,TRUE,FALSE,TRUE,MO,4
180,3000003130,BL_Firma Mies Przelew bez U.2016.01,2016-03-01T00:00:00 Z,NULL,24,MO,BL,MT,FALSE,TRUE,TRUE,FALSE,7,322,173,6,TRUE,TRUE,FALSE,FALSE,FALSE,WK,2
181,3000003131,E2E Firma Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,FALSE,FALSE,FALSE,FALSE,18,248,302,5,TRUE,TRUE,FALSE,FALSE,FALSE,WK,3
182,3000003134,E2E Firma Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,FALSE,TRUE,TRUE,TRUE,14,167,781,10,TRUE,TRUE,FALSE,FALSE,FALSE,MO,6
183,3000003136,E2E Firma Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,TRUE,FALSE,TRUE,FALSE,28,634,394,3,FALSE,FALSE,TRUE,FALSE,FALSE,MO,5
184,3000003139,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,CL,CDE,TRUE,FALSE,FALSE,FALSE,16,82,865,2,FALSE,TRUE,FALSE,FALSE,FALSE,WK,3
185,3000003141,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,HC,TRUE,TRUE,TRUE,FALSE,11,298,237,8,TRUE,TRUE,TRUE,FALSE,TRUE,MO,4
186,3000003142,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,BL,MT,FALSE,TRUE,FALSE,TRUE,10,960,513,8,FALSE,TRUE,FALSE,FALSE,FALSE,MO,1
187,3000003143,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,CDE,TRUE,FALSE,TRUE,FALSE,12,932,697,4,FALSE,FALSE,FALSE,FALSE,TRUE,WK,3
188,3000003144,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,HS,FALSE,TRUE,TRUE,FALSE,25,617,838,3,TRUE,TRUE,FALSE,FALSE,TRUE,WK,5
189,3000003145,Firma Mies Przelew bez U.2016.01,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,FALSE,FALSE,FALSE,FALSE,11,897,872,2,FALSE,TRUE,TRUE,FALSE,TRUE,WK,3
190,3000003146,E2E Firma Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,BL,MT,TRUE,FALSE,TRUE,TRUE,24,530,792,9,FALSE,TRUE,FALSE,FALSE,FALSE,WK,6
191,3000003147,Firma Mies Przelew bez U.2016.01,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,TRUE,TRUE,FALSE,TRUE,15,498,277,7,TRUE,FALSE,TRUE,FALSE,FALSE,WK,5
192,3000003148,Zerowy Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,HS,FALSE,TRUE,TRUE,TRUE,11,545,756,2,FALSE,FALSE,TRUE,FALSE,FALSE,MO,5
193,3000003149,Zerowy Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,HC,FALSE,FALSE,FALSE,TRUE,27,111,232,3,TRUE,TRUE,TRUE,FALSE,FALSE,WK,1
194,3000003150,Zerowy Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,MT,TRUE,FALSE,TRUE,FALSE,22,891,925,1,TRUE,TRUE,TRUE,FALSE,TRUE,WK,2
195,3000003151,Zerowy Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,CDE,FALSE,FALSE,TRUE,FALSE,2,208,441,9,FALSE,TRUE,FALSE,FALSE,TRUE,MO,3
196,3000003152,Zerowy Mies Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,FALSE,FALSE,TRUE,TRUE,18,152,492,8,TRUE,TRUE,TRUE,FALSE,TRUE,WK,5
197,3000003153,Zerowy Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,HC,TRUE,TRUE,TRUE,FALSE,23,654,737,9,TRUE,TRUE,TRUE,FALSE,FALSE,MO,5
198,3000003154,Zerowy Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,MT,TRUE,FALSE,TRUE,TRUE,26,385,712,1,FALSE,TRUE,FALSE,FALSE,TRUE,WK,3
199,3000003155,Zerowy Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,CDE,TRUE,TRUE,TRUE,TRUE,4,149,936,5,FALSE,FALSE,FALSE,FALSE,TRUE,MO,6
200,3000003156,Zerowy Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,HS,TRUE,FALSE,FALSE,TRUE,5,104,49,4,FALSE,FALSE,FALSE,FALSE,FALSE,MO,4
201,3000003157,Zerowy Mies Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,HC,TRUE,FALSE,TRUE,TRUE,15,572,494,7,TRUE,TRUE,FALSE,FALSE,TRUE,WK,1
202,3000003158,Zerowy Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,BL,MT,FALSE,FALSE,TRUE,TRUE,24,62,868,10,FALSE,FALSE,FALSE,FALSE,FALSE,WK,2
203,3000003159,Zerowy Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,CL,CDE,FALSE,FALSE,FALSE,FALSE,5,13,879,8,TRUE,FALSE,FALSE,FALSE,FALSE,MO,2
204,3000003160,Zerowy Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,BL,HS,TRUE,TRUE,TRUE,TRUE,22,986,25,8,FALSE,TRUE,FALSE,FALSE,TRUE,WK,3
205,3000003161,Zerowy Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,CL,HC,TRUE,FALSE,TRUE,FALSE,16,305,565,4,TRUE,TRUE,FALSE,FALSE,TRUE,WK,1
206,3000003162,Zerowy Mies Przelew bez U 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,BL,MT,TRUE,TRUE,FALSE,TRUE,17,140,202,4,FALSE,TRUE,TRUE,FALSE,FALSE,WK,3
207,3000003163,Zerowy Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,3,MO,CL,CDE,TRUE,TRUE,FALSE,FALSE,9,954,108,3,FALSE,FALSE,FALSE,FALSE,FALSE,WK,3
208,3000003164,Zerowy Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,6,MO,BL,HS,FALSE,FALSE,TRUE,TRUE,15,403,392,2,TRUE,TRUE,FALSE,FALSE,FALSE,MO,2
209,3000003165,Zerowy Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,12,MO,CL,HC,FALSE,FALSE,FALSE,TRUE,3,765,664,5,TRUE,TRUE,FALSE,FALSE,FALSE,WK,2
210,3000003166,Zerowy Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,FALSE,FALSE,TRUE,FALSE,6,416,82,9,FALSE,FALSE,FALSE,FALSE,TRUE,MO,2
211,3000003167,Zerowy Mies Przelew 2016.03,2016-03-01T00:00:00 Z,NULL,24,MO,CL,CDE,FALSE,TRUE,FALSE,FALSE,8,148,953,1,TRUE,TRUE,FALSE,FALSE,TRUE,WK,3
212,3000003168,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,BL,HS,TRUE,TRUE,TRUE,TRUE,6,815,578,2,FALSE,FALSE,FALSE,FALSE,TRUE,MO,6
213,3000003169,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,HC,FALSE,TRUE,TRUE,TRUE,24,239,56,1,TRUE,TRUE,FALSE,FALSE,TRUE,WK,1
214,3000003170,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,BL,MT,FALSE,TRUE,TRUE,FALSE,21,676,192,5,TRUE,FALSE,TRUE,FALSE,TRUE,WK,1
215,3000003171,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,CDE,TRUE,TRUE,TRUE,TRUE,5,285,869,3,FALSE,TRUE,FALSE,FALSE,TRUE,MO,1
216,3000003172,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,HS,TRUE,FALSE,TRUE,FALSE,27,55,95,3,FALSE,FALSE,FALSE,FALSE,TRUE,WK,6
217,3000003173,Zerowy Gotówka bez U 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,CL,HC,TRUE,FALSE,FALSE,FALSE,4,110,356,2,TRUE,FALSE,FALSE,FALSE,FALSE,WK,4
218,3000003174,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,30,WE,BL,MT,TRUE,TRUE,FALSE,TRUE,27,181,333,8,FALSE,TRUE,FALSE,FALSE,TRUE,MO,3
219,3000003175,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,45,WE,CL,CDE,TRUE,FALSE,TRUE,FALSE,21,479,881,4,FALSE,TRUE,FALSE,FALSE,TRUE,WK,4
220,3000003176,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,60,WE,BL,HS,FALSE,TRUE,TRUE,FALSE,26,368,224,7,FALSE,TRUE,TRUE,FALSE,FALSE,MO,2
221,3000003177,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,75,WE,CL,HC,FALSE,FALSE,FALSE,FALSE,15,969,788,7,TRUE,TRUE,FALSE,FALSE,TRUE,MO,6
222,3000003178,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,90,WE,BL,MT,FALSE,TRUE,FALSE,FALSE,18,529,734,2,TRUE,TRUE,FALSE,FALSE,TRUE,WK,2
223,3000003179,Zerowy Gotówka 2016.03,2016-03-01T00:00:00 Z,NULL,104,WE,CL,CDE,FALSE,FALSE,FALSE,TRUE,16,801,194,3,TRUE,FALSE,TRUE,FALSE,TRUE,MO,4
224,3000003306,BR Mies Gotówka 2016.03 MT,2016-03-01T00:00:00 Z,NULL,3,MO,BL,HS,TRUE,FALSE,FALSE,TRUE,4,943,256,7,TRUE,FALSE,FALSE,FALSE,TRUE,MO,1
225,3000003307,BR Mies Gotówka bez U 2016.03 MT,2016-03-01T00:00:00 Z,NULL,3,MO,CL,HC,FALSE,FALSE,FALSE,FALSE,11,546,625,9,FALSE,TRUE,TRUE,FALSE,TRUE,WK,3
226,3000003308,BR Mies Gotówka bez U 2016.03 MT,2016-03-01T00:00:00 Z,NULL,6,MO,BL,MT,TRUE,TRUE,TRUE,FALSE,21,427,817,3,FALSE,FALSE,FALSE,FALSE,TRUE,WK,3
227,3000003309,BR Mies Gotówka 2016.03 MT,2016-03-01T00:00:00 Z,NULL,6,MO,CL,CDE,TRUE,FALSE,TRUE,FALSE,19,433,75,3,FALSE,TRUE,TRUE,FALSE,FALSE,MO,6
228,3000003310,BR Mies Gotówka bez U 2016.03 MT,2016-03-01T00:00:00 Z,NULL,12,MO,BL,HS,FALSE,TRUE,TRUE,FALSE,21,759,880,1,TRUE,FALSE,TRUE,FALSE,TRUE,MO,2
229,3000003311,BR Mies Gotówka 2016.03 MT,2016-03-01T00:00:00 Z,NULL,12,MO,CL,HC,TRUE,FALSE,FALSE,TRUE,2,754,333,4,FALSE,FALSE,FALSE,FALSE,TRUE,MO,1
230,3000003312,BR Mies Gotówka 2016.03 MT,2016-03-01T00:00:00 Z,NULL,18,MO,BL,MT,FALSE,TRUE,FALSE,FALSE,27,185,543,9,TRUE,TRUE,FALSE,FALSE,TRUE,MO,2
231,3000003313,BR Mies Gotówka bez U 2016.03 MT,2016-03-01T00:00:00 Z,NULL,18,MO,CL,CDE,TRUE,TRUE,FALSE,TRUE,3,546,591,6,FALSE,FALSE,FALSE,FALSE,TRUE,MO,4
232,3000003314,BR Mies Gotówka bez U 2016.03 MT,2016-03-01T00:00:00 Z,NULL,24,MO,BL,HS,TRUE,FALSE,FALSE,FALSE,29,21,910,10,FALSE,FALSE,TRUE,FALSE,TRUE,WK,6
233,3000003315,BR Mies Gotówka 2016.03 MT,2016-03-01T00:00:00 Z,NULL,24,MO,CL,HC,TRUE,FALSE,TRUE,FALSE,4,458,629,3,TRUE,TRUE,TRUE,FALSE,TRUE,WK,5
234,3000003316,BR Gotówka bez U 2016.03 MT,2016-03-01T00:00:00 Z,NULL,30,WE,BL,MT,TRUE,TRUE,TRUE,TRUE,25,889,136,6,FALSE,TRUE,TRUE,FALSE,TRUE,MO,6
235,3000003317,BR Gotówka 2016.03 MT,2016-03-01T00:00:00 Z,NULL,30,WE,CL,CDE,FALSE,FALSE,FALSE,TRUE,29,414,195,4,FALSE,FALSE,TRUE,FALSE,TRUE,WK,4
236,3000003318,BR Gotówka bez U 2016.03 MT,2016-03-01T00:00:00 Z,NULL,45,WE,BL,HS,FALSE,FALSE,TRUE,FALSE,12,879,270,8,FALSE,TRUE,TRUE,FALSE,FALSE,WK,2
